Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Sektor,Sistem Penjualan,Tingkat Pesaing Usaha,Proyeksi Pertumbuhan Penjualan,Kebutuhan Pembiayaan Kredit ,Nilai Aset yang data menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit,Sasaran Produk
Warung Minuman,7.0,144.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.1,5.0,6.0,4.0,1.0
Warung Makan,17.5,360.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.3,10.0,7.0,5.0,1.0
Warung Makanan,32.0,324.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,1.0,6.0,8.0,5.0,1.0
Rumah Makan,9.5,108.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.15,10.0,20.0,6.0,1.0
Rumah Makan,25.0,64.8,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.1,10.0,24.0,4.0,1.0
Rumah Makan,68.5,60.0,6,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.0,10.0,270.0,3.0,1.0
Rumah Makan ,183.3,586.6,6,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.3,0.0,159.0,6.0,1.0
Pedagang Makanan Dan Minuman,34.0,51.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,6.0,60.0,2.0,1.0
Jual Nasi Uduk,86.0,28.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.15,8.0,50.0,3.0,1.0
Bakso,8.5,164.0,0,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,9.0,0.0,3.0,1.0
Warung Makan,0.0,0.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.0,5.0,5.0,7.0,1.0
Rumput Laut,0.0,0.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.0,10.0,40.0,6.0,1.0
Rumah Makan,115.0,360.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.2,0.0,20.0,6.0,1.0
Rumah Makan,515.0,525.0,10,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.05,5.0,7.0,3.0,1.0
Warung Makan Matang,21.0,177.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,10.0,10.0,5.0,1.0
Rumah Makan Tegal,29.0,21.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,0.0,0.0,3.0,1.0
Dagang Makanan dan Minuman,61.0,51.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,0.0,0.0,4.0,2.0
Dagang Makanan dan Minuman,32.0,180.0,5,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.3,0.0,8.0,6.0,2.0
Rumah makan soto Lamongan,15.0,210.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.3,10.0,0.0,4.0,3.0
Dagang mie ayam bakso,15.5,105.6,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.3,5.0,5.0,4.0,2.0
Rumah Makan Tegal,50.08,207.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,0.0,0.0,4.0,1.0
Rumah Makan Tegal,20.0,20.25,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.3,0.0,9.0,3.0,1.0
Rumah Makan Tegal ,18.78,26.5,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.1,0.0,7.0,5.0,1.0
Rumah Makan Tegal,5.0,51.66,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.3,0.0,0.0,4.0,1.0
Rumah Makan Tegal,10.2,18.66,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.25,8.0,5.0,5.0,1.0
Dagang Nasi Goreng,3.5,60.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.1,8.0,2.0,3.0,1.0
Dagang makanan dan minuman,5.0,55.75,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.1,8.0,8.0,4.0,1.0
Dagang soto Betawi,8.0,19.33,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,5.0,0.0,4.0,1.0
Rumah Makan Padang,12.66,19.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,10.0,7.0,5.0,2.0
Dagang Pempek Palembang,19.0,38.66,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.3,10.0,100.0,4.0,2.0
Dagang Nasi Goreng,10.5,177.6,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,0.0,95.0,5.0,2.0
Rumah Makan,20.0,122.4,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.3,0.0,8.0,5.0,1.0
Rumah Makan Padang,5.0,97.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.3,0.0,157.0,5.0,1.0
Dagang Sate Madura,237.35,39.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.3,0.0,330.0,5.0,2.0
Dagang Sate Madura,64.65,19.95,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.25,,16.0,5.0,1.0
Dagang Nasi Bebek,7.45,19.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.07,,7.0,5.0,1.0
Dagang Soto Ayam,5.8,148.8,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,5.0,4.0,5.0,1.0
Rumah Makan Sate Solo,14.1,149.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,2.0,1.0,0.2,0.0,300.0,7.0,1.0
Dagang sate ayam dan kambing,201.7,37.2,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.05,0.0,200.0,6.0,2.0
Rumah Makan Tegal,73.7,23.5,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.05,10.0,7.0,4.0,1.0
Makanan,15.0,120.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,0.0,0.0,,1.0
Warung Makanan/Minuman,192.5,126.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,10.0,185.0,5.0,1.0
Warung Makanan,18.5,258.77,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,10.0,10.0,4.0,1.0
Rumah Makan,246.25,348.48,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,10.0,235.0,5.0,1.0
Rumah makan warung sunda,12.4,96.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.15,,7.0,5.0,1.0
Rumah Makan,6.0,176.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,,58.0,4.0,1.0
Rumah Makan,3.0,71.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.5,4.0,5.0,3.0,1.0
Rumah Makan,43.0,795.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,2.0,0.0,0.1,4.0,47.0,3.0,2.0
Rumah Makan,26.0,365.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,4.0,250.0,6.0,1.0
Rumah Makan,18.0,690.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.25,8.0,90.0,6.0,1.0
Rumah Makan,43.0,750.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.5,8.0,12.0,4.0,1.0
Rumah Makan,108.0,1.08,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,0.0,412.0,5.0,2.0
Dagang Pecel dan Soto,25.0,108.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.1,8.0,187.0,5.0,1.0
Dagang Nasi Uduk dan Lain-lain,2.0,99.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.2,10.0,101.0,5.0,1.0
Dagang Ketoprak,3.0,198.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.2,10.0,50.0,4.0,1.0
Rumah makan siap saji,8.5,160.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.1,,10.0,5.0,1.0
Jual Es Dawet,8.0,228.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.1,10.0,92.0,5.0,1.0
GORENGAN/MAKANAN RINGAN ,1.04,2.2,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.05,5.0,10.0,4.0,1.0
Dagang makanan dan minuman,31.7,25.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,,0.0,4.0,2.0
Rumah Makan,35.0,64.4,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.2,10.0,120.0,6.0,1.0
Warung Makan,166.5,76.8,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,10.0,160.0,6.0,1.0
Warung Makan,192.0,60.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,10.0,184.0,6.0,1.0
Rumah Makan,19.2,0.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.05,,0.0,2.0,1.0
Rumah Makan,1.55,0.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.05,,10.0,2.0,1.0
Rumah Makan,0.75,0.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.1,1.0,7.0,3.0,1.0
Mie Ayam,2.4,180.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.2,10.0,0.0,3.0,1.0
PENGINAPAN ,1.35,92.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,0.0,,9.0,1.0
Rumah Makan,10.9,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.6,10.0,0.0,3.0,1.0
Rumah Makan,12.5,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.6,10.0,0.0,3.0,1.0
Rumah Makan,10.3,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,1.0,0.0,2.0,1.0
Rumah Makan,13.8,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.5,5.0,0.0,3.0,1.0
Rumah Makan,10.5,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.6,10.0,0.0,3.0,1.0
Rumah Makan,11.4,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.5,10.0,0.0,3.0,1.0
Rumah Makan,11.2,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.5,10.0,0.0,3.0,1.0
Rumah Makan,14.0,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,10.0,0.0,3.0,1.0
Rumah Makan,12.0,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.5,5.0,0.0,3.0,1.0
Rumah Makan,12.5,12.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.5,5.0,0.0,3.0,1.0
Rumah Makan,10.75,12.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.4,5.0,0.0,3.0,1.0
Rumah Makan,12.5,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.4,10.0,0.0,2.0,1.0
Rumah Makan,12.5,12.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.8,10.0,0.0,3.0,1.0
Rumah Makan,16.5,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.2,5.0,0.0,3.0,1.0
Rumah Makan,18.0,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.4,5.0,0.0,3.0,1.0
Rumah Makan,16.25,12.0,5,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.25,4.0,150.0,5.0,1.0
Rumah Makan,20.0,12.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,6.0,410.0,5.0,1.0
Rumah Makan,13.25,12.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.5,10.0,158.0,5.0,1.0
Nasi Goreng,47.0,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.3,10.0,31.0,4.0,2.0
Rumah Makan,22.0,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,3.0,0.0,0.2,6.0,110.0,5.0,1.0
Soto Lamongan,14.2,216.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.05,0.0,0.0,4.0,1.0
Rumah Makan Sate Kambing,31.7,25.0,14,Penyediaan Akomodasi dan Penyediaan Makan Minum,2.0,1.0,0.2,,0.0,4.0,2.0
Rumah Makan Tegal,1.073,150.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.25,10.0,30.0,9.0,1.0
Nasi Goreng,21.5,102.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.3,5.0,5.0,5.0,1.0
Rumah Makan sop iga,724.0,32.25,5,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,10.0,0.0,4.0,1.0
Dagang mie dan bakso,35.0,25.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,5.0,0.0,5.0,1.0
Rumah Makan Manado,73.0,52.5,6,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.3,0.0,48.0,5.0,3.0
Rumah Makan bakmi 99,35.0,35.25,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.3,0.0,0.0,10.0,2.0
Bakso Solo Baru 2,34.0,76.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.1,8.0,100.0,4.0,2.0
Popcorn,85.2,72.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,7.0,80.0,5.0,1.0
Makanan dan Minuman,331.0,162.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,,305.0,5.0,1.0
Rumah Makan,47.47,290.0,9,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.15,0.0,200.0,5.0,1.0
Rumah Makan,35.0,12.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.25,8.0,80.0,5.0,2.0
Rumah Makan,32.0,12.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.5,10.0,130.0,5.0,1.0
Rumah Makan,18.0,12.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,10.0,8.0,4.0,1.0
Rumah Makan,16.25,12.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.5,10.0,138.0,5.0,1.0
Rumah Makan Sederhana,57.0,144.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,10.0,7.0,4.0,1.0
BAKSO IKAN,0.010085,1.05,11,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.6,0.0,,7.0,2.0
Rumah Makan Bakso,9.5,372.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.2,9.0,50.0,4.0,1.0
Rumah Makan,18.4,378.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,9.0,10.0,4.0,1.0
Rumah Makan Ampera,49.7,240.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,0.0,14.0,5.0,1.0
Rumah Makan Soto,50.3,396.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.3,0.0,11.0,3.0,2.0
Rumah Makan,166.2,198.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,10.0,160.0,5.0,2.0
Rumah Makan,136.0,379.0,7,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.3,0.0,80.0,5.0,1.0
Warung Makan,2.375,252.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.4,0.0,350.0,5.0,1.0
Warung Makan Nasi Pecel,240.0,9.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.1,5.0,80.0,5.0,1.0
Rumah Makan seafood,12.0,116.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,10.0,5.0,5.0,2.0
Warung Makan,6.5,51.0,0,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.1,10.0,0.0,4.0,2.0
"BAKSO,NASI GORENG",451.73,252.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.3,9.0,200.0,7.0,2.0
Warung Nasi,34.0,37.5,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,5.0,25.0,4.0,1.0
Warung Makan ,158.68,108.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,10.0,150.0,5.0,2.0
Dagang Soto,8.7,6.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.1,5.0,225.0,4.0,1.0
Dagang Mie Pangsit,16.0,207.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,5.0,162.0,5.0,1.0
Dagang Kupat Tahu,4.0,43.5,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.1,5.0,5.0,4.0,1.0
Rumah Makan,15.63,99.7,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.05,10.0,0.0,3.0,1.0
Kue Basah,0.0,0.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.0,10.0,50.0,5.0,1.0
Dagang sate Tegal,50.0,130.0,10,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,2.0,0.3,0.0,200.0,5.0,2.0
Dagang makanan dan minuman,67.0,600.0,15,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.3,0.0,150.0,5.0,1.0
Dagang makanan dan minuman,61.5,22.5,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.1,0.0,7.0,5.0,1.0
Dagang makanan dan minuman,850.0,22.25,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.3,0.0,400.0,4.0,2.0
Rumah Makan Mie Goreng,58.5,252.0,5,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.1,,8.0,5.0,1.0
Baso Wahyu,15.0,248.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,0.0,0.1,5.0,10.0,4.0,1.0
Rumah Makan,185.5,76.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,8.0,55.0,5.0,1.0
Bakso,46.0,25.0,5,Penyediaan Akomodasi dan Penyediaan Makan Minum,2.0,1.0,0.2,10.0,18.0,5.0,1.0
Warung Minum,7.0,171.0,1,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.3,8.0,20.0,4.0,1.0
Warung Makan,6.0,110.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,9.0,0.0,3.0,1.0
Warung Ndeso,93.0,192.0,4,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,9.0,4.0,5.0,1.0
Warung Makan,10.0,185.0,3,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.1,4.0,106.0,5.0,1.0
Warung Makan,253.0,537.0,2,Penyediaan Akomodasi dan Penyediaan Makan Minum,1.0,1.0,0.2,5.0,240.0,5.0,2.0
Perbaikan,16.3,216.0,1,Lain-lain,1.0,1.0,0.1,10.0,9.0,4.0,1.0
Jasa Internet,22.5,704.0,2,Lain-lain,1.0,0.0,0.2,10.0,10.0,5.0,2.0
